Exam,CutoffStatus,CollegeDunia,Shiksha,Careers360,CollegeDekho
Panjab University Undergraduate Law Entrance Test,Official Merit List,https://collegedunia.com/exams/puleet,https://www.shiksha.com/university/panjab-university/pu-uglaw-exam,https://law.careers360.com/exams/pu-ba-llb-entrance,https://www.collegedekho.com/exam/pu-uglaw
Paramedical State Common Entrance Test,Official Cutoff,,,,
Parul University Entrance Test,No Cutoff Exists,,,https://www.careers360.com/university/parul-university-vadodara/admission,https://www.collegedekho.com/colleges/parul-university-courses
Pearl Academy Entrance Examination,No Cutoff Exists,,https://www.shiksha.com/design/fashion-design/pearl-academy-entrance-exam,https://design.careers360.com/exams/pearl-academy-entrance-exam,https://www.collegedekho.com/exam/pearl-academy-entrance-exam
PES Scholastic Aptitude Test,Official Cutoff,https://collegedunia.com/exams/pessat,,https://university.careers360.com/exams/pessat,https://www.collegedekho.com/exam/pessat
Plaksha University Undergraduate Tech Entrance Test,No Cutoff Exists,https://collegedunia.com/university/60489-plaksha-university-mohali/admission,https://www.shiksha.com/university/plaksha-university-mohali-145921/admission,https://www.careers360.com/university/plaksha-university-mohali,https://www.collegedekho.com/colleges/plaksha-university-admission
Pradhan Mantri Kaushal Vikas Yojana,No Cutoff Exists,,,,
Presidency University Bachelor Degree Entrance Test,Official Cutoff,https://collegedunia.com/exams/pubdet,https://www.shiksha.com/humanities-social-sciences/pubdet-exam,https://university.careers360.com/exams/pubdet,
Presidency University Entrance Test,No Cutoff Exists,https://collegedunia.com/university/56371-presidency-university-bangalore/admission,https://www.shiksha.com/university/presidency-university-bangalore-47151/admission,,https://www.collegedekho.com/colleges/presidency-university-bangalore-admission
Puducherry Bachelor of Business Administration Entrance Examination,Official Cutoff,,,,
Puducherry Polytechnic Entrance,Official Cutoff,,,https://engineering.careers360.com/articles/centac-polytechnic,https://www.collegedekho.com/articles/centac-diploma-polytechnic-admission-process/
Punjab Bachelor of Business Administration Entrance Examination,Official Merit List,,,,
Punjab Joint Entrance Test Diploma,Official Cutoff,,,https://engineering.careers360.com/articles/punjab-polytechnic-admission,https://www.collegedekho.com/articles/punjab-polytechnic-admission/
Punjab Para Medical Entrance Test Baba Farid University of Health Sciences,Official Cutoff,https://collegedunia.com/exams/ppmet,,https://medicine.careers360.com/exams/ppmet,https://www.collegedekho.com/articles/punjab-para-medical-entrance-test-ppmet/
Punjab State Board of Technical Education Polytechnic Admission Test,Official Cutoff,,,https://engineering.careers360.com/articles/punjab-polytechnic-admission,https://www.collegedekho.com/articles/punjab-polytechnic-admission/
Rabindra Bharati University Entrance,Official Merit List,,https://www.shiksha.com/university/rabindra-bharati-university-kolkata-25277/admission,https://www.careers360.com/university/rabindra-bharati-university-kolkata,https://www.collegedekho.com/university/rabindra-bharati-university
Raffles Design Entrance Examination,No Cutoff Exists,https://collegedunia.com/college/24380-raffles-design-international-rdi-mumbai,https://www.shiksha.com/college/raffles-design-international-andheri-east-mumbai-3816/admission,https://www.careers360.com/colleges/raffles-design-international-mumbai,https://www.collegedekho.com/colleges/raffles-design-international-india-pvt-ltd
Rajasthan Bachelor of Business Administration Entrance Examination,Official Merit List,,,,
Rajasthan Engineering Admission Process,Official Cutoff,https://collegedunia.com/exams/reap,,https://engineering.careers360.com/articles/reap,
Rajasthan Polytechnic Entrance Examination,Official Cutoff,,,https://engineering.careers360.com/articles/rajasthan-polytechnic,https://www.collegedekho.com/articles/rajasthan-polytechnic-admissions/
Rajasthan Pre Bachelor of Education and Basic School Teaching Certificate Entrance Examination,Official Cutoff,https://collegedunia.com/exams/rajasthan-ptet,,,https://www.collegedekho.com/exam/rajasthan-ptet
Rajasthan Pre Veterinary Test,Official Merit List,https://collegedunia.com/exams/rpvt,https://www.shiksha.com/medicine-health-sciences/rpvt-exam,https://medicine.careers360.com/exams/rpvt,https://www.collegedekho.com/exam/rpvt
Rajasthan University Law Entrance Test,Official Merit List,https://collegedunia.com/exams/rulet,https://www.shiksha.com/law/rulet-exam,https://law.careers360.com/exams/rulet,https://www.collegedekho.com/exam/rulet
Rajasthan University of Health Sciences Bachelor of Science Nursing Entrance Examination,Official Cutoff,https://collegedunia.com/university/58459-rajasthan-university-of-health-sciences-ruhs-jaipur/admission,https://www.shiksha.com/medicine-health-sciences/pharmacy/ruhs-exam/nursing-1991,https://medicine.careers360.com/articles/ruhs-cuet-2026,https://www.collegedekho.com/university/rajasthan-university-for-health-sciences-ruhs-jaipur
Rajasthan University of Health Sciences Entrance Examination,Official Cutoff,https://collegedunia.com/university/58459-rajasthan-university-of-health-sciences-ruhs-jaipur,https://www.shiksha.com/university/rajasthan-university-of-health-sciences-jaipur-52201,https://www.careers360.com/university/rajasthan-university-of-health-sciences-jaipur,https://www.collegedekho.com/university/rajasthan-university-for-health-sciences-ruhs-jaipur
Rajasthan University of Health Sciences Paramedical Entrance Examination,Official Cutoff,https://collegedunia.com/university/58459-rajasthan-university-of-health-sciences-ruhs-jaipur/admission,,https://medicine.careers360.com/articles/ruhs-cuet-2026,https://www.collegedekho.com/university/rajasthan-university-for-health-sciences-ruhs-jaipur
Rajiv Gandhi Institute of Petroleum Technology Bachelor of Technology Entrance Examination,Official Cutoff,https://collegedunia.com/college/14733-rajiv-gandhi-institute-of-petroleum-technology-rgipt-amethi/admission,https://www.shiksha.com/college/rajiv-gandhi-institute-of-petroleum-technology-amethi-46857,https://engineering.careers360.com/articles/rgipt-btech-admission,https://www.collegedekho.com/colleges/rgipt-admission
Rashtriya Raksha University (Police),Official Merit List,https://collegedunia.com/university/25507-rashtriya-raksha-university-rru-ahmedabad/admission,https://www.shiksha.com/university/rashtriya-raksha-university-gandhinagar-182157/admission,https://www.careers360.com/university/rashtriya-raksha-university-gandhinagar/admission,
REVA University Entrance Test,No Cutoff Exists,https://collegedunia.com/university/54859-reva-university-bangalore/admission,https://www.shiksha.com/university/reva-university-bangalore-40416/admission,https://www.careers360.com/university/reva-university-bangalore,https://www.collegedekho.com/colleges/reva-university-admission
School of Fashion India Entrance Test,No Cutoff Exists,,,,
School of Fashion Technology Entrance Test,No Cutoff Exists,https://collegedunia.com/college/6952-school-of-fashion-technology-soft-pune/admission,https://www.shiksha.com/college/mksss-school-of-fashion-technology/soft-cet-exam,https://www.careers360.com/colleges/mkssss-school-of-fashion-technology-pune,
Sharda University Admission Test,No Cutoff Exists,https://collegedunia.com/exams/suat,https://www.shiksha.com/engineering/suat-exam,https://www.careers360.com/exams/suat,https://www.collegedekho.com/colleges/sharda-university
Sharda University Admission Test Engineering,No Cutoff Exists,https://collegedunia.com/exams/suat,https://www.shiksha.com/engineering/suat-exam,https://www.careers360.com/exams/suat,https://www.collegedekho.com/colleges/sharda-university-btech-dp-148397
Shiv Nadar University Entrance Test,No Cutoff Exists,,https://www.shiksha.com/university/shiv-nadar-university-snu/snusat-exam,https://engineering.careers360.com/exams/snusat,https://www.collegedekho.com/exam/snusat
Shiv Nadar University Management Aptitude Test and Entrance Examination,No Cutoff Exists,,https://www.shiksha.com/university/shiv-nadar-university-snu-greater-noida-32865/admission,,https://www.collegedekho.com/colleges/shiv-nadar-university
Shiv Nadar University Scholastic Aptitude Test,No Cutoff Exists,,https://www.shiksha.com/university/shiv-nadar-university-snu/snusat-exam,https://engineering.careers360.com/exams/snusat,https://www.collegedekho.com/exam/snusat
Sikkim Bachelor of Business Administration Entrance Examination,Official Merit List,,,,
Sikkim Manipal University Design Entrance Examination,No Cutoff Exists,,,,
Sikkim Manipal University Entrance Test,No Cutoff Exists,https://collegedunia.com/college/15134-sikkim-manipal-institute-of-technology-smit-east-sikkim,https://www.shiksha.com/college/smit-sikkim-manipal-institute-of-technology-sikkim-manipal-university-rangpo-34437/admission,https://www.careers360.com/university/sikkim-manipal-university-gangtok/admission,https://www.collegedekho.com/colleges/sikkim-manipal-university
Sikkim Polytechnic Entrance Examination,Official Merit List,https://collegedunia.com/articles/g-30517-sikkim-polytechnic-admission-important-dates-application-process-and-counselling,https://www.shiksha.com/college/advanced-technical-training-centre-sikkim-other-54043,https://www.careers360.com/colleges/advanced-technical-training-centre-sikkim,
Sir Jamsetjee Jeejebhoy School of Art Entrance Examination,Official Cutoff,https://collegedunia.com/college/46096-sir-jj-school-of-art-mumbai/admission,https://www.shiksha.com/college/sir-j-j-school-of-art-d-n-road-fort-mumbai-61299/admission,,
Somaiya Design Entrance Examination,No Cutoff Exists,,,https://www.careers360.com/colleges/somaiya-school-of-design-somaiya-vidyavihar-university-mumbai,
Srishti Manipal (Design),No Cutoff Exists,,https://www.shiksha.com/college/srishti-manipal-institute-of-art-design-and-technology-manipal-academy-of-higher-education/smeat-exam,,
SRM Institute Admission Test,Official Cutoff,https://collegedunia.com/exams/srmjeee,https://www.shiksha.com/engineering/srmjeee-exam,https://engineering.careers360.com/exams/srmjeee,https://www.collegedekho.com/exam/srmjeee
SRM Joint Engineering Entrance Examination,Official Cutoff,https://collegedunia.com/exams/srmjeee,https://www.shiksha.com/engineering/srmjeee-exam,https://engineering.careers360.com/exams/srmjeee,https://www.collegedekho.com/exam/srmjeee
St Joseph's University Entrance Examination,No Cutoff Exists,https://collegedunia.com/university/58024-st-josephs-university-bangalore/admission,https://www.shiksha.com/college/st-joseph-s-university-lalbagh-rd-bangalore-2376/admission,,
St Xavier's College Entrance Examination,Official Merit List,https://collegedunia.com/college/4973-st-xaviers-college-mumbai/admission,https://www.shiksha.com/college/st-xavier-s-college-mumbai-mahapalika-marg-1184/admission,https://www.careers360.com/colleges/st-xaviers-college-mumbai/admission,
State Teacher Eligibility Tests,No Cutoff Exists,,,,
Swami Vivekananda Yoga Anusandhana Samsthana Bachelor of Science Yoga Entrance Examination,No Cutoff Exists,https://collegedunia.com/university/25626-swami-vivekananda-yoga-anusandhana-samsthana-svyasa-bangalore/admission,https://www.shiksha.com/university/swami-vivekananda-yoga-anusandhana-samsthana-bangalore-57875/admission,https://www.careers360.com/university/swami-vivekananda-yoga-anusandhana-samsthana-bangalore/admission,
Symbiosis Entrance Test,Official Merit List,https://collegedunia.com/exams/set,,https://university.careers360.com/exams/set,https://www.collegedekho.com/exam/set
Symbiosis Institute of Design Entrance Test,Official Merit List,,https://www.shiksha.com/college/symbiosis-institute-of-design-symbiosis-international-pune/seed-exam,https://design.careers360.com/exams/seed,https://www.collegedekho.com/exam/seed
Symbiosis Institute Of Media Entrance,No Cutoff Exists,https://collegedunia.com/exams/set,,https://university.careers360.com/exams/set,https://www.collegedekho.com/exam/set
Symbiosis Institute of Technology Engineering Entrance Examination,Official Merit List,,https://www.shiksha.com/engineering/siteee-exam,https://engineering.careers360.com/exams/siteee,
Symbiosis Law Admission Test,Official Merit List,https://collegedunia.com/exams/slat,https://www.shiksha.com/law/slat-exam,https://law.careers360.com/exams/slat,https://www.collegedekho.com/exam/slat
Symbiosis Liberal Arts Entrance,No Cutoff Exists,https://collegedunia.com/exams/set,,https://university.careers360.com/exams/set,https://www.collegedekho.com/exam/set
Tamil Nadu Bachelor of Business Administration Entrance Examination,Official Merit List,,,,
Tamil Nadu Dr Ambedkar Law University Entrance Test,Official Cutoff,https://collegedunia.com/university/25902-tamil-nadu-dr-ambedkar-law-university-tndalu-chennai,https://www.shiksha.com/university/tamil-nadu-dr-ambedkar-law-university-chennai-21408/admission,https://www.careers360.com/university/the-tamilnadu-dr-ambedkar-law-university-chennai/admission,https://www.collegedekho.com/colleges/tamil-nadu-dr-ambedkar-law-university-admission
Tamil Nadu Engineering Admissions,Official Cutoff,https://collegedunia.com/exams/tnea,https://www.shiksha.com/b-tech/tnea-counselling,https://engineering.careers360.com/articles/tnea-eligibility-criteria,https://www.collegedekho.com/articles/tamil-nadu-btech-admissions/
Tamil Nadu Polytechnic Entrance Examination,Official Cutoff,https://collegedunia.com/exams/tnea,https://www.shiksha.com/b-tech/tnea-counselling,https://engineering.careers360.com/articles/tamilnadu-polytechnic-admission,https://www.collegedekho.com/articles/tamil-nadu-polytechnic-admissions/
Tata Institute of Social Sciences Bachelor Admission Test,Official Cutoff,https://collegedunia.com/exams/tiss-bat,https://www.shiksha.com/science/articles/tiss-admission-through-cuet-blogId-145113,,
Tata Institute of Social Sciences Bachelor of Vocation Agriculture Entrance Examination,Official Cutoff,,,,
Telangana Engineering Agriculture and Pharmacy Common Entrance Test Biology Physics Chemistry Stream,Official Cutoff,https://collegedunia.com/exams/ts-eamcet,https://www.shiksha.com/engineering/ts-eamcet-exam,https://www.careers360.com/exams/ts-eamcet,https://www.collegedekho.com/exam/ts-eamcet
Telangana Law Common Entrance Test,Official Cutoff,https://collegedunia.com/exams/ts-lawcet,,https://law.careers360.com/exams/ts-lawcet,https://www.collegedekho.com/exam/ts-lawcet
Telangana State Engineering Agriculture and Medical Common Entrance Test,Official Cutoff,https://collegedunia.com/exams/ts-eamcet,https://www.shiksha.com/engineering/ts-eamcet-exam,https://www.careers360.com/exams/ts-eamcet,https://www.collegedekho.com/exam/ts-eamcet
Telangana State Polytechnic Common Entrance Test,Official Cutoff,https://collegedunia.com/exams/ts-polycet,,https://engineering.careers360.com/exams/ts-polycet,https://www.collegedekho.com/exam/ts-polycet
The Design Village Entrance Test,No Cutoff Exists,,,,
Tripura Board of Joint Entrance Examination,Official Cutoff,https://collegedunia.com/exams/tripura-jee,,,https://www.collegedekho.com/exam/tripura-jee
Tripura Polytechnic Entrance Examination,Official Cutoff,,,,
Undergraduate Common Entrance Examination for Design,Official Cutoff,https://collegedunia.com/exams/uceed,https://www.shiksha.com/design/uceed-exam,,https://www.collegedekho.com/exam/uceed
Unitedworld Institute of Design Entrance Examination,No Cutoff Exists,,https://www.shiksha.com/college/unitedworld-institute-of-design-karnavati-university/uid-design-aptitude-test-exam,,
University of Petroleum and Energy Studies Design Entrance Examination,No Cutoff Exists,https://collegedunia.com/exams/upes-dat,https://www.shiksha.com/university/upes/upes-dat-exam,,https://www.collegedekho.com/exam/upes-dat
University of Petroleum and Energy Studies Disaster Management Entrance Examination,No Cutoff Exists,,,,
University of Petroleum and Energy Studies Engineering Aptitude Test,No Cutoff Exists,https://collegedunia.com/exams/upeseat,https://www.shiksha.com/engineering/upeseat-exam,https://engineering.careers360.com/exams/upeseat,https://www.collegedekho.com/exam/upeseat
University of Petroleum and Energy Studies Entrance Test,No Cutoff Exists,https://collegedunia.com/university/25997-university-of-petroleum-and-energy-studies-upes-dehradun/admission,https://www.shiksha.com/engineering/upeseat-exam,https://engineering.careers360.com/exams/upeseat,https://www.collegedekho.com/colleges/upes-university-dehradun
Uttar Pradesh Combined Agriculture and Technology Entrance Test,Official Cutoff,https://collegedunia.com/exams/upcatet,https://www.shiksha.com/science/upcatet-exam,,https://www.collegedekho.com/exam/upcatet
Uttar Pradesh Combined Paramedical Entrance Test,Official Cutoff,https://collegedunia.com/courses/paramedical/up-paramedical-admission,https://www.shiksha.com/medicine-health-sciences/pharmacy/up-cpet-exam,https://medicine.careers360.com/articles/up-cpet-exam-date,
Uttar Pradesh Common Nursing Entrance Test,Official Cutoff,https://collegedunia.com/courses/nursing/up-nursing-admission,https://www.shiksha.com/nursing/up-cnet-exam,https://medicine.careers360.com/articles/up-cnet-total-marks,https://www.collegedekho.com/articles/up-bsc-nursing-entrance-exam-admission-process/
Uttar Pradesh Paramedical Entrance Test,Official Cutoff,https://collegedunia.com/courses/paramedical/up-paramedical-admission,https://www.shiksha.com/medicine-health-sciences/pharmacy/up-cpet-exam,https://medicine.careers360.com/articles/up-cpet-exam-date,
Uttar Pradesh State Entrance Examination Abdul Kalam Technical University,Official Cutoff,https://collegedunia.com/exams/upsee,https://www.shiksha.com/engineering/upsee-exam,,https://www.collegedekho.com/exam/upsee
Uttar Pradesh State Entrance Examination Bachelor of Hotel Management and Catering Technology,Official Cutoff,https://collegedunia.com/exams/upsee,,,https://www.collegedekho.com/exam/upsee
Uttarakhand Joint Entrance Examination Polytechnic,Official Cutoff,https://collegedunia.com/exams/uksee,https://www.shiksha.com/engineering/uksee-exam,,
Uttarakhand Nursing Entrance Exam,Official Cutoff,,,,
Uttarakhand Paramedical Entrance Exam,Official Cutoff,,,,
Uttarakhand State Entrance Examination,Official Cutoff,https://collegedunia.com/exams/uksee,https://www.shiksha.com/engineering/uksee-exam,,
Vellore Institute of Technology Design Entrance Examination,No Cutoff Exists,https://collegedunia.com/exams/viteee,https://www.shiksha.com/engineering/viteee-exam/bdes-industrial-design-1283,https://engineering.careers360.com/exams/viteee,https://www.collegedekho.com/exam/viteee
Vellore Institute of Technology Engineering Entrance Examination,Official Cutoff,https://collegedunia.com/exams/viteee,https://www.shiksha.com/engineering/viteee-exam,https://engineering.careers360.com/exams/viteee,https://www.collegedekho.com/exam/viteee
Vogue Institute of Art and Design Entrance Examination,No Cutoff Exists,,,,
Vogue University Design Entrance Examination,No Cutoff Exists,,,,
West Bengal Bachelor of Arts Admission,Official Cutoff,,,,
West Bengal Joint Entrance Examination,Official Cutoff,https://collegedunia.com/exams/wbjee,https://www.shiksha.com/engineering/wbjee-exam,https://www.careers360.com/exams/wbjee,https://www.collegedekho.com/exam/wbjee
"West Bengal Joint Entrance Test for Nursing, Paramedical and Allied Sciences Undergraduate",Official Cutoff,https://collegedunia.com/exams/wbjee-jenpas-ug,https://www.shiksha.com/nursing/jenpas-ug-exam,,https://www.collegedekho.com/exam/jenpas-ug
West Bengal Paramedical Entrance Test,Official Cutoff,https://collegedunia.com/exams/wbjee-jenpas-ug,https://www.shiksha.com/nursing/jenpas-ug-exam,,https://www.collegedekho.com/exam/jenpas-ug
Whistling Woods International Design Entrance Examination,No Cutoff Exists,,,,
World University of Design Aptitude Test Visual Arts,No Cutoff Exists,,,https://design.careers360.com/exams/wudat,
World University of Design Entrance Test,No Cutoff Exists,,,https://design.careers360.com/exams/wudat,
