Exam Name,Link of website,College Name,City,State,Program,Branch,Year - cutoff,Round #,Gender,Quota,Category,Opening Rank,Closing Rank,Cutoff Percentile/Score,Link - Data Taken from
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Tirupati,Tirupati,Andhra Pradesh,BS-MS,BS-MS,2024,Round 1,,PwD,EWS,,203.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Tirupati,Tirupati,Andhra Pradesh,BS-MS,BS-MS,2024,Round 1,,All India,Kashmiri Migrant,,44.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Thiruvananthapuram,Thiruvananthapuram,Kerala,BS-MS,BS-MS,2024,Round 1,,All India,General,,1538.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Thiruvananthapuram,Thiruvananthapuram,Kerala,BS-MS,BS-MS,2024,Round 1,,PwD,General,,81.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Thiruvananthapuram,Thiruvananthapuram,Kerala,BS-MS,BS-MS,2024,Round 1,,All India,OBC-NCL,,969.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Thiruvananthapuram,Thiruvananthapuram,Kerala,BS-MS,BS-MS,2024,Round 1,,PwD,OBC-NCL,,175.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Thiruvananthapuram,Thiruvananthapuram,Kerala,BS-MS,BS-MS,2024,Round 1,,All India,SC,,453.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Thiruvananthapuram,Thiruvananthapuram,Kerala,BS-MS,BS-MS,2024,Round 1,,PwD,SC,,269.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Thiruvananthapuram,Thiruvananthapuram,Kerala,BS-MS,BS-MS,2024,Round 1,,All India,ST,,191.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Thiruvananthapuram,Thiruvananthapuram,Kerala,BS-MS,BS-MS,2024,Round 1,,All India,EWS,,307.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Thiruvananthapuram,Thiruvananthapuram,Kerala,BS-MS,BS-MS,2024,Round 1,,PwD,EWS,,275.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Thiruvananthapuram,Thiruvananthapuram,Kerala,BS-MS,BS-MS,2024,Round 1,,All India,Kashmiri Migrant,,37.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Engineering,BS-Engineering,2024,Round 1,,All India,General,,1177.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Engineering,BS-Engineering,2024,Round 1,,PwD,General,,74.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Engineering,BS-Engineering,2024,Round 1,,All India,OBC-NCL,,573.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Engineering,BS-Engineering,2024,Round 1,,PwD,OBC-NCL,,125.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Engineering,BS-Engineering,2024,Round 1,,All India,SC,,317.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Engineering,BS-Engineering,2024,Round 1,,PwD,SC,,27.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Engineering,BS-Engineering,2024,Round 1,,All India,ST,,96.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Engineering,BS-Engineering,2024,Round 1,,All India,EWS,,162.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Engineering,BS-Engineering,2024,Round 1,,PwD,EWS,,181.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Engineering,BS-Engineering,2024,Round 1,,All India,Kashmiri Migrant,,12.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Economics,BS-Economics,2024,Round 1,,All India,General,,1424.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Economics,BS-Economics,2024,Round 1,,PwD,General,,90.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Economics,BS-Economics,2024,Round 1,,All India,OBC-NCL,,729.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Economics,BS-Economics,2024,Round 1,,All India,SC,,404.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Economics,BS-Economics,2024,Round 1,,All India,ST,,104.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Economics,BS-Economics,2024,Round 1,,All India,EWS,,213.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Indian Institutes of Science Education and Research Aptitude Test,https://iiseradmission.in/examination/,IISER Bhopal,Bhopal,Madhya Pradesh,BS-Economics,BS-Economics,2024,Round 1,,All India,Kashmiri Migrant,,29.0,,https://engineering.careers360.com/articles/iiser-merit-list-and-cutoff
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,"IHM Delhi, Pusa",New Delhi,Delhi,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,Open,2.0,300.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Mumbai,Mumbai,Maharashtra,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,Open,12.0,776.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Kolkata,Kolkata,West Bengal,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,Open,13.0,1888.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Chennai,Chennai,Tamil Nadu,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,Open,18.0,2442.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Lucknow,Lucknow,Uttar Pradesh,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,Open,41.0,3487.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Bengaluru,Bengaluru,Karnataka,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,Open,46.0,1203.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Hyderabad,Hyderabad,Telangana,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,Open,65.0,2075.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,AIHM Chandigarh,Chandigarh,Chandigarh,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,Open,89.0,3754.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Thiruvananthapuram,Thiruvananthapuram,Kerala,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,Open,108.0,4371.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Guwahati,Guwahati,Assam,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,Open,129.0,7651.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,"IHM Delhi, Pusa",New Delhi,Delhi,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,OBC-NCL,319.0,1779.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Mumbai,Mumbai,Maharashtra,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,OBC-NCL,959.0,3872.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Bengaluru,Bengaluru,Karnataka,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,OBC-NCL,1222.0,4493.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Kolkata,Kolkata,West Bengal,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,OBC-NCL,2181.0,8210.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Chennai,Chennai,Tamil Nadu,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,OBC-NCL,2500.0,5465.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Hyderabad,Hyderabad,Telangana,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,OBC-NCL,2079.0,6685.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,"IHM Delhi, Pusa",New Delhi,Delhi,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,EWS,343.0,1499.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Mumbai,Mumbai,Maharashtra,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,EWS,818.0,4703.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Bengaluru,Bengaluru,Karnataka,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,EWS,1720.0,5851.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Hyderabad,Hyderabad,Telangana,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,EWS,2089.0,7899.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Kolkata,Kolkata,West Bengal,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,EWS,2200.0,8173.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Chennai,Chennai,Tamil Nadu,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,EWS,3259.0,8052.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,AIHM Chandigarh,Chandigarh,Chandigarh,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,EWS,3781.0,8288.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Thiruvananthapuram,Thiruvananthapuram,Kerala,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,EWS,4418.0,7302.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,"IHM Delhi, Pusa",New Delhi,Delhi,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,SC,350.0,2858.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Mumbai,Mumbai,Maharashtra,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,SC,970.0,4690.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Bengaluru,Bengaluru,Karnataka,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,SC,1620.0,7306.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Kolkata,Kolkata,West Bengal,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,SC,2082.0,8408.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Hyderabad,Hyderabad,Telangana,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,SC,2384.0,7915.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Chennai,Chennai,Tamil Nadu,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,SC,3099.0,8337.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Thiruvananthapuram,Thiruvananthapuram,Kerala,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,SC,4689.0,8406.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Mumbai,Mumbai,Maharashtra,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,ST,1059.0,8411.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,"IHM Delhi, Pusa",New Delhi,Delhi,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,ST,1326.0,5582.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Bengaluru,Bengaluru,Karnataka,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,ST,1440.0,8442.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Chennai,Chennai,Tamil Nadu,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,ST,2737.0,8082.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Kolkata,Kolkata,West Bengal,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,ST,3496.0,4537.0,,https://www.toprankers.com/nchmct-jee-cut-off
Institute of Hotel Management Catering Technology Entrance Vegetarian Culinary Arts,https://www.shiksha.com/hospitality-travel/hotel-hospitality-management-chp,IHM Hyderabad,Hyderabad,Telangana,B.Sc Hospitality & Hotel Administration (Vegetarian Culinary Arts option),Hospitality & Hotel Administration,2026,Round 2,,All India,ST,4411.0,8080.0,,https://www.toprankers.com/nchmct-jee-cut-off
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Convergent Journalism,Convergent Journalism,2019,,,,General,,,191,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Convergent Journalism,Convergent Journalism,2019,,,,Jammu and Kashmir,,,139,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Convergent Journalism,Convergent Journalism,2019,,,,Kashmiri Migrant,,,129,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Convergent Journalism,Convergent Journalism,2019,,,,Muslim (MM),,,150,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Convergent Journalism,Convergent Journalism,2019,,,,Muslim OBC/ST,,,139,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Convergent Journalism,Convergent Journalism,2019,,Female,,Muslim Women (MW),,,158,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Mass Communication,Mass Communication,2019,,,,General,,,170,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Mass Communication,Mass Communication,2019,,,,Jammu and Kashmir,,,121,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Mass Communication,Mass Communication,2019,,,,Kashmiri Migrant,,,95,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Mass Communication,Mass Communication,2019,,,,Muslim (MM),,,147,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Mass Communication,Mass Communication,2019,,,,Muslim OBC/ST,,,114,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Mass Communication,Mass Communication,2019,,Female,,Muslim Women (MW),,,135,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Mass Communication,Mass Communication,2019,,,,PwD - Blindness/low vision,,,130,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Mass Communication,Mass Communication,2019,,,,PwD - Hearing impairment,,,72,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Convergent Journalism,Convergent Journalism,2018,,,,General,,,228-183,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Convergent Journalism,Convergent Journalism,2018,,,,Muslim,,,182-170,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Mass Communication,Mass Communication,2018,,,,General,,,225-186,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jamia Millia Islamia Mass Communication Entrance,https://admission.jmi.ac.in/,Jamia Millia Islamia,New Delhi,Delhi,MA Mass Communication,Mass Communication,2018,,,,Muslim,,,185-171,https://media.careers360.com/articles/jmi-mass-communication-cutoff
Jawaharlal Institute of Postgraduate Medical Education and Research Nursing Entrance Examination,https://jipmer.edu.in/education/undergraduate,JIPMER,Puducherry,Puducherry,B.Sc Nursing,Nursing,2024,1,,,General,,277.0,,https://www.collegedekho.com/articles/jipmer-bsc-nursing-cutoff/
Jawaharlal Institute of Postgraduate Medical Education and Research Nursing Entrance Examination,https://jipmer.edu.in/education/undergraduate,JIPMER,Puducherry,Puducherry,B.Sc Nursing,Nursing,2024,1,,,EWS,,1350.0,,https://www.collegedekho.com/articles/jipmer-bsc-nursing-cutoff/
Jawaharlal Institute of Postgraduate Medical Education and Research Nursing Entrance Examination,https://jipmer.edu.in/education/undergraduate,JIPMER,Puducherry,Puducherry,B.Sc Nursing,Nursing,2024,1,,,OBC,,591.0,,https://www.collegedekho.com/articles/jipmer-bsc-nursing-cutoff/
Jawaharlal Institute of Postgraduate Medical Education and Research Nursing Entrance Examination,https://jipmer.edu.in/education/undergraduate,JIPMER,Puducherry,Puducherry,B.Sc Nursing,Nursing,2024,1,,,SC,,3630.0,,https://www.collegedekho.com/articles/jipmer-bsc-nursing-cutoff/
Jawaharlal Institute of Postgraduate Medical Education and Research Nursing Entrance Examination,https://jipmer.edu.in/education/undergraduate,JIPMER,Puducherry,Puducherry,B.Sc Nursing,Nursing,2024,1,,,ST,,11584.0,,https://www.collegedekho.com/articles/jipmer-bsc-nursing-cutoff/
